"Name","Location","Function Signature","Function Size"
"runtime.(*mcache).allocLarge","00411570","undefined runtime.(*mcache).allocLarge(undefined4 param_1\, uint param_2\, byte param_3)","479"
"runtime.(*mcache).releaseAll","00411750","undefined runtime.(*mcache).releaseAll(int param_1)","593"
"runtime.(*mcache).prepareForSweep","004119b0","undefined runtime.(*mcache).prepareForSweep(int param_1)","268"
"runtime.(*mcentral).cacheSpan","00411ac0","undefined runtime.(*mcentral).cacheSpan(byte * param_1)","932"
"runtime.(*mcentral).uncacheSpan","00411e70","undefined runtime.(*mcentral).uncacheSpan(int param_1\, uint param_2)","275"
"runtime.(*mcentral).grow","00411f90","undefined runtime.(*mcentral).grow(byte * param_1)","197"
"runtime.startCheckmarks","00412060","undefined runtime.startCheckmarks(void)","243"
"runtime.endCheckmarks","00412160","undefined runtime.endCheckmarks(void)","83"
"runtime.setCheckmark","004121c0","undefined runtime.setCheckmark(uint param_1\, uint param_2\, uint param_3\, byte * param_4\, byte param_5)","466"
"runtime.sysAlloc","004123a0","undefined runtime.sysAlloc(uint param_1\, longlong * param_2)","120"
"runtime.sysUnused","00412420","undefined runtime.sysUnused(undefined4 param_1\, uint param_2)","90"
"runtime.sysUsed","00412480","undefined runtime.sysUsed(int param_1\, uint param_2\, uint param_3)","82"
"runtime.sysFree","004124e0","undefined runtime.sysFree(undefined4 param_1\, uint param_2\, longlong * param_3)","102"
"runtime.sysFault","00412550","undefined runtime.sysFault(undefined4 param_1\, uint param_2)","90"
"runtime.sysMap","004125b0","undefined runtime.sysMap(undefined4 param_1\, uint param_2\, longlong * param_3)","60"
"runtime.sysUnusedOS","004125f0","undefined runtime.sysUnusedOS(undefined4 param_1\, uint param_2)","348"
"runtime.sysUsedOS","00412750","undefined runtime.sysUsedOS(int param_1\, uint param_2)","502"
"runtime.sysFreeOS","00412950","undefined runtime.sysFreeOS(undefined4 param_1\, uint param_2)","188"
"runtime.sysFaultOS","00412a10","undefined runtime.sysFaultOS(undefined4 param_1\, uint param_2)","52"
"runtime.sysReserveOS","00412a50","undefined runtime.sysReserveOS(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","151"
"runtime.queuefinalizer","00412af0","undefined runtime.queuefinalizer(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","558"
"runtime.createfing","00412d20","undefined runtime.createfing(void)","107"
"runtime.finalizercommit","00412d90","undefined runtime.finalizercommit(undefined4 param_1\, int * param_2)","73"
"runtime.runfinq","00412de0","undefined runtime.runfinq(void)","1055"
"runtime.SetFinalizer","00413200","undefined runtime.SetFinalizer(undefined * param_1\, undefined * param_2\, undefined * param_3)","1723"
"runtime.SetFinalizer.func2","004138c0","undefined runtime.SetFinalizer.func2(undefined4 param_1\, int param_2)","109"
"runtime.SetFinalizer.func1","00413930","undefined runtime.SetFinalizer.func1(undefined4 param_1\, int param_2)","46"
"runtime.(*fixalloc).init","00413960","undefined runtime.(*fixalloc).init(uint * param_1\, uint param_2\, uint param_3\, uint param_4\, uint param_5)","235"
"runtime.(*fixalloc).alloc","00413a50","undefined runtime.(*fixalloc).alloc(uint * param_1)","271"
"runtime.gcinit","00413b60","undefined runtime.gcinit(void)","128"
"runtime.gcenable","00413be0","undefined runtime.gcenable(void)","254"
"runtime.gcenable.func2","00413ce0","undefined runtime.gcenable.func2(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"runtime.gcenable.func1","00413d20","undefined runtime.gcenable.func1(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"runtime.pollFractionalWorkerExit","00413d60","undefined runtime.pollFractionalWorkerExit(undefined1 param_1)","252"
"runtime.gcTrigger.test","00413e60","undefined runtime.gcTrigger.test(int param_1)","368"
"runtime.gcStart","00413fd0","undefined runtime.gcStart(int param_1\, uint param_2)","1654"
"runtime.gcStart.func2","00414650","undefined runtime.gcStart.func2(undefined4 param_1\, int param_2)","217"
"runtime.gcMarkDone","00414730","undefined runtime.gcMarkDone(void)","808"
"runtime.gcMarkDone.func2","00414a60","undefined * runtime.gcMarkDone.func2(undefined4 param_1\, int param_2)","149"
"runtime.gcMarkTermination","00414b00","undefined runtime.gcMarkTermination(void)","5304"
"runtime.gcMarkTermination.func1","00415fc0","undefined runtime.gcMarkTermination.func1(undefined4 param_1\, int param_2)","50"
"runtime.gcBgMarkStartWorkers","00416000","undefined runtime.gcBgMarkStartWorkers(void)","109"
"runtime.gcBgMarkWorker","00416070","undefined runtime.gcBgMarkWorker(void)","1268"
"runtime.gcBgMarkWorker.func2","00416570","undefined runtime.gcBgMarkWorker.func2(undefined4 param_1\, int param_2)","422"
"runtime.gcMarkWorkAvailable","00416720","undefined runtime.gcMarkWorkAvailable(int param_1)","161"
"runtime.gcMark","004167d0","undefined runtime.gcMark(undefined4 param_1\, undefined4 param_2)","1282"
"runtime.gcSweep","00416ce0","undefined runtime.gcSweep(int param_1)","497"
"runtime.gcResetMarkState","00416ee0","undefined runtime.gcResetMarkState(void)","253"
"runtime.clearpools","00416fe0","undefined runtime.clearpools(void)","347"
"runtime.fmtNSAsMS","00417140","undefined runtime.fmtNSAsMS(undefined * param_1\, uint param_2\, int param_3\, uint param_4\, uint param_5)","1159"
"runtime.(*gcCPULimiterState).startGCTransition","004175d0","undefined runtime.(*gcCPULimiterState).startGCTransition(int * param_1\, char param_2\, uint param_3\, uint param_4)","177"
"runtime.(*gcCPULimiterState).finishGCTransition","00417690","undefined runtime.(*gcCPULimiterState).finishGCTransition(undefined4 * param_1\, uint param_2\, int param_3)","264"
"runtime.(*gcCPULimiterState).update","004177a0","undefined runtime.(*gcCPULimiterState).update(int * param_1\, uint param_2\, uint param_3)","149"
"runtime.(*gcCPULimiterState).updateLocked","00417840","undefined runtime.(*gcCPULimiterState).updateLocked(int param_1\, uint param_2\, uint param_3)","925"
"runtime.(*gcCPULimiterState).accumulate","00417be0","undefined runtime.(*gcCPULimiterState).accumulate(int param_1\, uint param_2\, int param_3\, uint param_4\, int param_5)","462"
"runtime.(*gcCPULimiterState).unlock","00417db0","undefined runtime.(*gcCPULimiterState).unlock(undefined4 * param_1)","84"
"runtime.(*gcCPULimiterState).resetCapacity","00417e10","undefined runtime.(*gcCPULimiterState).resetCapacity(int * param_1\, uint param_2\, uint param_3\, uint param_4)","340"
"runtime.(*limiterEvent).start","00417f70","undefined runtime.(*limiterEvent).start(undefined8 * param_1\, byte param_2\, undefined4 param_3\, uint param_4)","120"
"runtime.(*limiterEvent).consume","00417ff0","undefined runtime.(*limiterEvent).consume(longlong * param_1\, uint param_2\, uint param_3)","323"
"runtime.(*limiterEvent).stop","00418140","undefined runtime.(*limiterEvent).stop(longlong * param_1\, byte param_2\, uint param_3\, uint param_4)","520"
"runtime.gcMarkRootPrepare","00418350","undefined runtime.gcMarkRootPrepare(void)","446"
"runtime.gcMarkRootCheck","00418510","undefined runtime.gcMarkRootCheck(void)","234"
"runtime.gcMarkRootCheck.func1","00418600","undefined runtime.gcMarkRootCheck.func1(undefined4 param_1\, int param_2\, uint param_3)","309"
"runtime.markroot","00418740","undefined runtime.markroot(int * param_1\, uint param_2\, char param_3)","1114"
"runtime.markroot.func1","00418ba0","undefined runtime.markroot.func1(undefined4 param_1\, int param_2)","387"
"runtime.markrootBlock","00418d30","undefined runtime.markrootBlock(int param_1\, uint param_2\, int param_3\, int * param_4\, int param_5)","162"
"runtime.markrootFreeGStacks","00418de0","undefined runtime.markrootFreeGStacks(void)","239"
"runtime.markrootSpans","00418ed0","undefined runtime.markrootSpans(int * param_1\, uint param_2)","720"
"runtime.gcAssistAlloc","004191a0","undefined runtime.gcAssistAlloc(int param_1)","1223"
"runtime.gcAssistAlloc.func1","00419670","undefined runtime.gcAssistAlloc.func1(undefined4 param_1\, int param_2)","57"
"runtime.gcAssistAlloc1","004196b0","uint runtime.gcAssistAlloc1(uint param_1\, uint param_2\, int param_3)","1122"
"runtime.gcWakeAllAssists","00419b20","undefined runtime.gcWakeAllAssists(void)","105"
"runtime.gcParkAssist","00419b90","undefined runtime.gcParkAssist(undefined1 param_1)","322"
"runtime.gcFlushBgCredit","00419ce0","undefined runtime.gcFlushBgCredit(uint param_1\, int param_2)","616"
"runtime.scanstack","00419f50","undefined runtime.scanstack(uint * * * * param_1\, uint * * * * param_2)","2065"
"runtime.scanstack.func1","0041a770","undefined runtime.scanstack.func1(undefined4 param_1\, int param_2\, uint * * * * param_3)","63"
"runtime.scanframeworker","0041a7b0","undefined runtime.scanframeworker(uint * * * * param_1\, int param_2\, int * param_3)","580"
"runtime.gcDrain","0041aa00","undefined runtime.gcDrain(int * * param_1\, uint param_2)","1377"
"runtime.gcDrainN","0041af70","undefined runtime.gcDrainN(int * * param_1\, uint param_2\, int param_3)","748"
"runtime.scanblock","0041b260","undefined runtime.scanblock(uint param_1\, uint param_2\, int param_3\, int * param_4\, int param_5)","290"
"runtime.scanobject","0041b390","undefined runtime.scanobject(uint param_1\, int * param_2)","679"
"runtime.scanConservative","0041b640","undefined runtime.scanConservative(uint param_1\, uint param_2\, int param_3\, int * param_4\, int param_5)","407"
"runtime.shade","0041b7e0","undefined runtime.shade(uint param_1)","142"
"runtime.greyobject","0041b870","undefined runtime.greyobject(uint param_1\, uint param_2\, uint param_3\, int param_4\, int * param_5\, uint param_6)","726"
"runtime.gcDumpObject","0041bb50","undefined runtime.gcDumpObject(undefined4 param_1\, undefined4 param_2\, uint param_3\, uint param_4)","1027"
"runtime.gcmarknewobject","0041bf60","undefined runtime.gcmarknewobject(int param_1\, int param_2\, uint param_3)","233"
"runtime.gcMarkTinyAllocs","0041c050","undefined runtime.gcMarkTinyAllocs(void)","202"
"runtime.(*gcControllerState).init","0041c120","undefined runtime.(*gcControllerState).init(undefined4 * param_1\, uint param_2\, undefined4 param_3\, int param_4)","125"
"runtime.(*gcControllerState).startCycle","0041c1a0","undefined runtime.(*gcControllerState).startCycle(int param_1\, undefined4 param_2\, undefined4 param_3\, uint param_4\, int param_5)","1383"
"runtime.(*gcControllerState).revise","0041c710","undefined runtime.(*gcControllerState).revise(int param_1)","1344"
"runtime.(*gcControllerState).endCycle","0041cc50","undefined runtime.(*gcControllerState).endCycle(int param_1\, uint param_2\, int param_3\, uint param_4)","1764"
"runtime.(*gcControllerState).enlistWorker","0041d340","undefined runtime.(*gcControllerState).enlistWorker(int param_1)","322"
"runtime.(*gcControllerState).findRunnableGCWorker","0041d490","undefined runtime.(*gcControllerState).findRunnableGCWorker(int param_1\, int param_2\, undefined4 * param_3\, undefined4 * param_4)","772"
"runtime.(*gcControllerState).resetLive","0041d7a0","undefined runtime.(*gcControllerState).resetLive(int param_1\, undefined4 param_2\, undefined4 param_3)","286"
"runtime.(*gcControllerState).markWorkerStop","0041d8c0","undefined runtime.(*gcControllerState).markWorkerStop(int param_1\, int param_2\, uint param_3\, int param_4)","242"
"runtime.(*gcControllerState).update","0041d9c0","undefined runtime.(*gcControllerState).update(int param_1\, uint param_2\, int param_3\, uint param_4\, int param_5)","196"
"runtime.(*gcControllerState).addScannableStack","0041da90","int runtime.(*gcControllerState).addScannableStack(int param_1\, int param_2\, uint param_3\, int param_4)","266"
"runtime.(*gcControllerState).heapGoalInternal","0041dba0","undefined runtime.(*gcControllerState).heapGoalInternal(int param_1)","329"
"runtime.(*gcControllerState).memoryLimitHeapGoal","0041dcf0","undefined runtime.(*gcControllerState).memoryLimitHeapGoal(int param_1)","536"
"runtime.(*gcControllerState).trigger","0041df10","undefined runtime.(*gcControllerState).trigger(int param_1)","969"
"runtime.(*gcControllerState).commit","0041e2e0","undefined runtime.(*gcControllerState).commit(int param_1\, char param_2)","657"
"runtime.(*gcControllerState).setGCPercent","0041e580","undefined runtime.(*gcControllerState).setGCPercent(undefined4 * param_1\, uint param_2)","234"
"runtime.readGOGC","0041e670","undefined runtime.readGOGC(undefined4 param_1)","165"
"runtime.(*gcControllerState).setMemoryLimit","0041e720","undefined runtime.(*gcControllerState).setMemoryLimit(int param_1\, undefined4 param_2\, int param_3)","161"
"runtime.readGOMEMLIMIT","0041e7d0","undefined runtime.readGOMEMLIMIT(undefined4 param_1\, undefined4 param_2)","236"
"runtime.(*gcControllerState).addIdleMarkWorker","0041e8c0","undefined runtime.(*gcControllerState).addIdleMarkWorker(int param_1)","224"
"runtime.(*gcControllerState).needIdleMarkWorker","0041e9a0","undefined runtime.(*gcControllerState).needIdleMarkWorker(int param_1)","41"
"runtime.(*gcControllerState).removeIdleMarkWorker","0041e9d0","undefined runtime.(*gcControllerState).removeIdleMarkWorker(int param_1)","239"
"runtime.(*gcControllerState).setMaxIdleMarkWorkers","0041eac0","undefined runtime.(*gcControllerState).setMaxIdleMarkWorkers(int param_1\, uint param_2)","232"
"runtime.gcControllerCommit","0041ebb0","undefined runtime.gcControllerCommit(void)","243"
"runtime.heapRetained","0041ecb0","undefined runtime.heapRetained(undefined4 param_1\, undefined4 param_2)","104"
"runtime.gcPaceScavenger","0041ed20","undefined runtime.gcPaceScavenger(undefined4 param_1\, int param_2\, undefined4 param_3\, undefined4 param_4\, int param_5\, int param_6)","689"
"runtime.(*scavengerState).init","0041efe0","undefined runtime.(*scavengerState).init(int param_1)","403"
"runtime.(*scavengerState).park","0041f180","undefined runtime.(*scavengerState).park(int * param_1)","132"
"runtime.(*scavengerState).wake","0041f210","undefined runtime.(*scavengerState).wake(int * param_1)","139"
"runtime.(*scavengerState).sleep","0041f2a0","undefined runtime.(*scavengerState).sleep(int * param_1\, double param_2)","857"
"runtime.(*scavengerState).controllerFailed","0041f600","undefined runtime.(*scavengerState).controllerFailed(int * param_1)","65"
"runtime.(*scavengerState).run","0041f650","undefined runtime.(*scavengerState).run(int * param_1\, undefined * param_2\, int * param_3)","434"
"runtime.bgscavenge","0041f810","undefined runtime.bgscavenge(uint * param_1)","177"
"runtime.(*pageAlloc).scavenge","0041f8d0","undefined runtime.(*pageAlloc).scavenge(int param_1\, uint param_2\, undefined * * param_3)","205"
"runtime.(*pageAlloc).scavenge.func1","0041f9a0","undefined runtime.(*pageAlloc).scavenge.func1(undefined4 param_1\, int param_2)","85"
"runtime.printScavTrace","0041fa00","undefined runtime.printScavTrace(uint param_1\, char param_2)","515"
"runtime.(*pageAlloc).scavengeOne","0041fc10","undefined runtime.(*pageAlloc).scavengeOne(undefined4 * param_1\, uint param_2\, uint param_3\, uint param_4)","822"
"runtime.fillAligned","0041ff50","undefined runtime.fillAligned(undefined4 param_1\, undefined4 param_2\, uint param_3)","613"
"runtime.(*pallocData).findScavengeCandidate","004201c0","undefined runtime.(*pallocData).findScavengeCandidate(int param_1\, uint param_2\, uint param_3)","1623"
"runtime.(*scavengeIndex).find","00420820","undefined runtime.(*scavengeIndex).find(longlong * param_1)","396"
"runtime.(*scavengeIndex).mark","004209b0","undefined runtime.(*scavengeIndex).mark(undefined8 * param_1\, uint param_2\, int param_3)","555"
"runtime.(*piController).next","00420be0","undefined runtime.(*piController).next(double * param_1\, double param_2\, double param_3\, double param_4)","339"
